100.00㎡,新站,南,5.0,3室2厅2卫,经纪人,2100,隆昊昊天园,程群群,整租·隆昊昊天园 3室2厅 南,七里塘
,肥西,30.00㎡,,南,,1000,巴厘·阳光,,合租·巴厘·阳光 4居室 南卧,桃花工业园
109.00㎡,新站,南,5.0,3室1厅1卫,经纪人,1500,碧桂园正荣悦玺,杨云,整租·碧桂园正荣悦玺 3室1厅 南,东站
50.00㎡,政务,南,5.0,1室1厅1卫,经纪人,3000,天鹅湖凤曦府,邓玉环,整租·天鹅湖凤曦府 1室1厅 南,荷叶地
89.00㎡,肥西,南,5.0,2室2厅1卫,经纪人,600,华地伟星龙川时代,何雅娴,整租·华地伟星龙川时代 2室2厅 南,肥西
56.03㎡,滨湖新区,南,5.0,1室0厅0卫,经纪人,2000,佳源中心,杨勇,整租·佳源中心 1室0厅 南,方兴
,包河,20.00㎡,,北,,750,滨湖龙川里,,合租·滨湖龙川里 5居室 北卧,常青
123.98㎡,蜀山,南,5.0,3室2厅2卫,经纪人,2200,龙居山庄,张腾川,整租·龙居山庄 3室2厅 南,五里墩
89.51㎡,肥东,南 北,5.0,3室2厅1卫,助理经纪人,1450,盛嘉欧园,陈洋洋,整租·盛嘉欧园 3室2厅 南/北,肥东
80.00㎡,包河,南,4.6,3室1厅1卫,经纪人,2800,高埂代恢复楼,杨靖,整租·高埂代恢复楼 3室1厅 南,包公
32.11㎡,长丰,北,5.0,1室0厅1卫,助理经纪人,950,恒大帝景领寓,尹文锐,整租·恒大帝景领寓 1室0厅 北,北城
76.56㎡,高新,南,5.0,2室1厅1卫,经纪人,2200,徽商优山美地,陈德梅,整租·徽商优山美地 2室1厅 南,天乐
56.00㎡,蜀山,南,5.0,2室1厅1卫,高级经纪人,1500,石油勘探院宿舍,王晓玲,整租·石油勘探院宿舍 2室1厅 南,三里庵
90.00㎡,肥东,南,5.0,3室2厅1卫,经纪人,800,信园蓝庭,骆灵芝,整租·信园蓝庭 3室2厅 南,肥东
,政务,28.00㎡,,南,,950,浅水湾,,合租·浅水湾 4居室 南卧,荷叶地
97.00㎡,肥东,南,5.0,3室1厅1卫,高级经纪人,1200,桥枫苑,李海燕,整租·桥枫苑 3室1厅 南,肥东
99.00㎡,肥东,南,5.0,3室2厅2卫,助理经纪人,700,金辉优步大道,俞勇,整租·金辉优步大道 3室2厅 南,大兴镇
80.00㎡,蜀山,南,5.0,2室1厅1卫,高级经纪人,2300,安居苑东村,张强,整租·安居苑东村 2室1厅 南,西园
39.70㎡,蜀山,南,5.0,1室1厅1卫,经纪人,1500,通和易居同辉北苑,吴昊,整租·通和易居同辉北苑 1室1厅 南,西园
28.00㎡,蜀山,南,,4室2厅2卫,,1130,信旺华府骏苑,,合租·信旺华府骏苑 4居室 南卧,南七
25.00㎡,蜀山,南,,4室1厅1卫,,890,九华华林家园,,合租·九华华林家园 4居室 南卧,南七
259.24㎡,庐阳,南,4.9,1室0厅0卫,经纪人,15000,徽盐安徽中心,潘伟,整租·徽盐安徽中心 1室0厅 南,逍遥津
28.00㎡,蜀山,南,,4室1厅1卫,,950,九华华林家园,,合租·九华华林家园 4居室 南卧,南七
125.90㎡,庐阳,南,4.9,1室0厅0卫,经纪人,7500,徽盐安徽中心,潘伟,整租·徽盐安徽中心 1室0厅 南,逍遥津
131.88㎡,政务,南 北,5.0,4室2厅2卫,助理经纪人,4000,保利香槟国际,魏雨,整租·保利香槟国际 4室2厅 南/北,兴园
21.00㎡,经开,南,,5室1厅2卫,,830,德信文锦新城,,合租·德信文锦新城 5居室 南卧,芙蓉
107.00㎡,肥西,南,5.0,3室2厅1卫,经纪人,1400,旭辉滨湖江来一期,江珊珊,整租·旭辉滨湖江来一期 3室2厅 南,肥西
57.84㎡,政务,南,4.0,1室1厅1卫,高级经纪人,2100,天珑广场,靳红云,整租·天珑广场 1室1厅 南,荷叶地
217.57㎡,政务,东 南,5.0,3室0厅0卫,助理经纪人,13000,蔚蓝商务港,王奇,整租·蔚蓝商务港 3室0厅 东/南,荷叶地
117.00㎡,肥西,南,4.7,3室2厅1卫,助理经纪人,2800,太平洋森公馆,汪风芹,整租·太平洋森公馆 3室2厅 南,染坊
22.00㎡,包河,南,,4室1厅1卫,,750,珠光南苑,,合租·珠光南苑 4居室 南卧,周谷堆
53.00㎡,蜀山,南,5.0,1室1厅1卫,高级经纪人,1800,立雪轩,程俊毅,整租·立雪轩 1室1厅 南,三里庵
47.33㎡,瑶海,东,4.8,1室1厅1卫,店经理,1800,蓝光时代红街,王明豪,整租·蓝光时代红街 1室1厅 东,嘉山路
100.00㎡,政务,南,5.0,3室2厅1卫,高级经纪人,3200,融侨天骏,吴梦营,整租·融侨天骏 3室2厅 南,笔架山
11.00㎡,瑶海,南,,5室1厅1卫,,590,港汇逸景坊,,合租·港汇逸景坊 5居室 南卧,三里街
58.64㎡,政务,南,4.9,1室2厅0卫,经纪人,2300,太阳海岸花园,朱梦思,整租·太阳海岸花园 1室2厅 南,笔架山
40.00㎡,肥西,南,,4室1厅3卫,,1280,禹洲华侨城一期,,合租·禹洲华侨城一期 4居室 南卧,染坊
18.00㎡,蜀山,北,,5室1厅2卫,,741,安高城市天地,,合租·安高城市天地 5居室 北卧,稻香村
102.00㎡,肥东,南,5.0,3室1厅1卫,经纪人,1150,远洋庐玥风景,闫娟利,整租·远洋庐玥风景 3室1厅 南,肥东
94.00㎡,肥西,南,5.0,3室2厅1卫,经纪人,1300,华地翡翠公园,彭巍,整租·华地翡翠公园 3室2厅 南,肥西
121.00㎡,肥西,南,3.0,3室2厅2卫,经纪人,2000,伟星印湖湾,王宇杰,整租·伟星印湖湾 3室2厅 南,柏堰
26.48㎡,高新,北,4.9,1室1厅1卫,经纪人,1250,国轩K西嘉,孙秀君,整租·国轩K西嘉 1室1厅 北,天乐
20.00㎡,蜀山,北,,4室1厅1卫,,713,领势公馆,,合租·领势公馆 4居室 北卧,西园
81.69㎡,庐阳,南,5.0,2室2厅1卫,经纪人,2000,荣城花园北苑,刘丰,整租·荣城花园北苑 2室2厅 南,林店
49.00㎡,瑶海,南,5.0,1室1厅1卫,经纪人,1650,信地藏龙阁,李梦茹,整租·信地藏龙阁 1室1厅 南,三里街
20.00㎡,肥西,南,,1室1厅1卫,,950,荣盛山湖樾,,整租·荣盛山湖樾 1室1厅 南,柏堰
89.00㎡,肥西,南,5.0,3室2厅1卫,经纪人,600,春景花园,何雅娴,整租·春景花园 3室2厅 南,肥西
105.00㎡,肥西,东,4.8,2室1厅1卫,高级经纪人,700,华地翡翠公园,李媛媛,整租·华地翡翠公园 2室1厅 东,肥西
78.00㎡,肥东,南,5.0,2室2厅1卫,经纪人,800,思辰家园,王胜,整租·思辰家园 2室2厅 南,肥东
224.25㎡,包河,南,4.9,4室2厅4卫,高级经纪人,4000,绿色港湾塞维利亚,陶琳,整租·绿色港湾塞维利亚 4室2厅 南,淝河镇
50.16㎡,蜀山,南,4.7,2室2厅1卫,经纪人,2200,松芝万象城,曾迪,整租·松芝万象城 2室2厅 南,五里墩
,政务,24.00㎡,,南,,1080,融科九重锦,,合租·融科九重锦 5居室 南卧,笔架山
,蜀山,30.00㎡,,北,,1050,翠宁雅苑,,合租·翠宁雅苑 4居室 北卧,南七
76.00㎡,空港经济示范区,南,5.0,2室1厅1卫,经纪人,600,红卫北苑,程剑飞,整租·红卫北苑 2室1厅 南,长宁
85.70㎡,肥西,西南,5.0,2室2厅1卫,经纪人,1000,凉亭小区,何雅娴,整租·凉亭小区 2室2厅 西南,肥西
214.00㎡,肥西,南,4.8,4室2厅2卫,高级经纪人,1500,翡翠正荣府,颜杰,整租·翡翠正荣府 4室2厅 南,肥西
105.00㎡,肥西,南 北,4.9,3室2厅1卫,高级经纪人,900,北张家园,吴清习,整租·北张家园 3室2厅 南/北,肥西
83.00㎡,巢湖市,南,4.1,3室1厅1卫,经纪人,1200,康乐新村,程正宁,整租·康乐新村 3室1厅 南,巢湖
92.00㎡,肥东,南,5.0,3室2厅1卫,经纪人,1100,御景花园北区,叶川霞,整租·御景花园北区 3室2厅 南,肥东
78.57㎡,长丰,南,5.0,2室1厅1卫,经纪人,600,和悦庐鸣,王芳,整租·和悦庐鸣 2室1厅 南,北城
12.00㎡,肥西,南,5.0,4室0厅0卫,高级经纪人,850,滨河家园,张涛,合租·滨河家园 4居室 南卧,新港
68.00㎡,瑶海,南,,2室2厅1卫,,1700,襄河家园东区,,整租·襄河家园东区 2室2厅 南,龙岗
82.00㎡,长丰,南,,2室1厅1卫,,1000,中南宸悦,,整租·中南宸悦 2室1厅 南,北城
,高新,23.00㎡,,南,,900,蜀湖湾小区,,合租·蜀湖湾小区 5居室 南卧,天乐
,蜀山,15.00㎡,,南,,890,梅山路21号,,合租·梅山路21号 4居室 南卧,三里庵
55.00㎡,长丰,南,4.7,2室1厅1卫,经纪人,1500,科创北城,刘银利,整租·科创北城 2室1厅 南,北城
,蜀山,14.00㎡,,南,,800,琥珀南村,,合租·琥珀南村 4居室 南卧,琥珀
60.00㎡,新站,南,5.0,2室2厅1卫,助理经纪人,2300,七里塘花园,杜冰冰,整租·七里塘花园 2室2厅 南,七里塘
110.00㎡,肥西,南,,3室2厅1卫,,600,李湾安置小区,,整租·李湾安置小区 3室2厅 南,肥西
93.00㎡,肥东,南,5.0,3室2厅1卫,经纪人,1800,力高君逸府,王胜,整租·力高君逸府 3室2厅 南,肥东
103.00㎡,肥西,南,4.8,3室1厅1卫,经纪人,1300,高速时代御府（妙园）,周德兰,整租·高速时代御府（妙园） 3室1厅 南,肥西
106.00㎡,长丰,南 北,5.0,3室2厅2卫,经纪人,1200,庆徽苑,李彩云,整租·庆徽苑 3室2厅 南/北,北城
88.68㎡,肥东,南,,3室2厅1卫,,1500,长安东郡,,整租·长安东郡 3室2厅 南,龙岗
248.00㎡,肥东,南 北,,4室2厅2卫,,1600,荣盛书香府邸西区·公园里,,整租·荣盛书香府邸西区·公园里 4室2厅 复式 南/北,大兴镇
38.00㎡,,1间在租,,1室1厅1卫,,1700,,,独栋·履思公寓 恒大中央广场店 明光路 恒大中央广场 精装一室 1室1厅,
89.51㎡,蜀山,南,5.0,3室1厅1卫,经纪人,2300,奥林花园,张瑞,整租·奥林花园 3室1厅 复式 南,琥珀
131.84㎡,瑶海,南,,5室2厅1卫,,2200,古井丰水源,,整租·古井丰水源 5室2厅 南,胜利路
110.00㎡,瑶海,南,4.8,3室1厅1卫,经纪人,2500,襄河家园东区,陈雅,整租·襄河家园东区 3室1厅 南,龙岗
156.00㎡,瑶海,南,4.6,4室2厅1卫,经纪人,2500,嘉华中心,王敏,整租·嘉华中心 4室2厅 南,胜利路
90.55㎡,瑶海,南,4.5,3室2厅1卫,经纪人,1400,百大东兴家园,李书芳,整租·百大东兴家园 3室2厅 南,大兴镇
23.00㎡,蜀山,南,,4室1厅1卫,,855,中国铁建青秀城,,合租·中国铁建青秀城 4居室 南卧,五里墩
106.00㎡,肥西,南,,3室2厅1卫,,1400,灯塔家园二期C区,,整租·灯塔家园二期C区 3室2厅 南,肥西
87.99㎡,长丰,南,,3室2厅1卫,,1200,万科中央公园岚庭,,整租·万科中央公园岚庭 3室2厅 南,北城
19.00㎡,蜀山,北,,5室0厅1卫,,713,华地公馆西区,,合租·华地公馆西区 5居室 北卧,南七
92.00㎡,肥西,东南,5.0,3室2厅1卫,高级经纪人,1500,联发君悦风华,解修敏,整租·联发君悦风华 3室2厅 东南,肥西
122.00㎡,长丰,南 北,,3室2厅2卫,,1500,恒大帝景,,整租·恒大帝景 3室2厅 南/北,北城
20.00㎡,蜀山,北,,5室1厅2卫,,618,博微家园,,合租·博微家园 5居室 北卧,五里墩
15.00㎡,高新,北,,4室1厅1卫,,720,新华城,,合租·新华城 4居室 北卧,蜀麓
95.00㎡,肥东,东南 南 西南,5.0,3室2厅1卫,高级经纪人,1200,远洋星悦,杨学峰,整租·远洋星悦 3室2厅 东南/南/西南,肥东
85.00㎡,经开,南,5.0,3室2厅1卫,经纪人,3400,铜冠花园,陈文兵,整租·铜冠花园 3室2厅 南,莲花
20.00㎡,蜀山,南,,5室1厅1卫,,740,幸福金色湖畔,,合租·幸福金色湖畔 5居室 南卧,井岗镇
40.00㎡,包河,南,,1室1厅1卫,,1600,城市华庭,,整租·城市华庭 1室1厅 南,芜湖路
25.00㎡,蜀山,北,,5室1厅2卫,,590,香樟雅苑,,合租·香樟雅苑 5居室 北卧,南七
133.68㎡,肥西,南,,4室2厅2卫,,1050,祥源花世界丹桂湾,,整租·祥源花世界丹桂湾 4室2厅 南,肥西
26.13㎡,庐阳,南,,5室1厅1卫,,800,祥源翡丽城,,合租·祥源翡丽城 5居室 南卧,亳州
80.00㎡,肥东,南,,2室1厅1卫,,1400,东方明珠嘉苑,,整租·东方明珠嘉苑 2室1厅 南,肥东
25.00㎡,蜀山,西,,4室1厅1卫,,760,栗树家苑,,合租·栗树家苑 4居室 西卧,南七
106.67㎡,肥东,东南 南,5.0,4室2厅1卫,经纪人,1200,琥珀名郡香榭里,王胜,整租·琥珀名郡香榭里 4室2厅 东南/南,肥东
72.00㎡,肥东,南,5.0,2室1厅1卫,高级经纪人,650,岱河花园A区,杨学峰,整租·岱河花园A区 2室1厅 南,肥东
12.00㎡,包河,南,,4室1厅1卫,,780,包河花园A区,,合租·包河花园A区 4居室 南卧,骆岗
103.00㎡,肥东,南,5.0,3室2厅1卫,经纪人,1500,和睦广场帝景湾,王胜,整租·和睦广场帝景湾 3室2厅 南,肥东
100.00㎡,肥东,南,,3室2厅1卫,,1200,尚泽琪瑞沁园,,整租·尚泽琪瑞沁园 3室2厅 南,肥东
32.00㎡,包河,南,,4室1厅1卫,,790,景治园,,合租·景治园 4居室 南卧,包公
12.00㎡,包河,北,,3室1厅1卫,,520,美湖小区,,合租·美湖小区 3居室 北卧,包公
25.00㎡,包河,南,,4室1厅1卫,,600,美邻馨园,,合租·美邻馨园 4居室 南卧,常青
70.00㎡,庐阳,南,,3室1厅1卫,,1500,北苑小区,,整租·北苑小区 3室1厅 南,亳州
98.00㎡,肥东,南,5.0,3室1厅1卫,高级经纪人,1200,桥枫苑,李海燕,整租·桥枫苑 3室1厅 南,肥东
10.00㎡,包河,西,,4室1厅1卫,,620,义城劳服公司小区,,合租·义城劳服公司小区 4居室 西卧,望湖
115.00㎡,高新,南,,3室2厅1卫,,3200,蓝鼎海棠湾,,整租·蓝鼎海棠湾 3室2厅 南,天乐
25.00㎡,蜀山,南,,4室1厅1卫,,790,奥林花园,,合租·奥林花园 4居室 南卧,琥珀
10.00㎡,包河,南,,4室1厅1卫,,750,宝利丰广场,,合租·宝利丰广场 4居室 南卧,包公
37.30㎡,肥东,北,,2室1厅1卫,,900,名门金隅,,整租·名门金隅 2室1厅 北,肥东
89.44㎡,庐阳,南,,2室2厅1卫,,2300,瑞地祥和府,,整租·瑞地祥和府 2室2厅 南,海棠
30.00㎡,蜀山,北,,3室1厅1卫,,640,沈小郢小区,,合租·沈小郢小区 3居室 北卧,三里庵
112.05㎡,高新,南 西北,4.8,3室2厅1卫,高级经纪人,3000,安徽省煤田地质局宿舍,龚家一,整租·安徽省煤田地质局宿舍 3室2厅 南/西北,兴园
102.00㎡,肥西,南,,2室2厅1卫,,1500,高速时代御府（妙园）,,整租·高速时代御府（妙园） 2室2厅 南,肥西
25.00㎡,蜀山,南,,5室2厅3卫,,790,广利花园北区,,合租·广利花园北区 5居室 南卧,西园
15.16㎡,蜀山,南,,5室2厅3卫,,650,广利花园北区,,合租·广利花园北区 5居室 南卧,西园
